;_id;instance_mturk;class_mturk;majority voting;yes;uncertain;no;instance_web;class_web;frequency;pidspread;pldspread;modifications;label
0;516170918;super corrupt administration;huge failure,period;yes;7;0;2;administration;failure,period;1;1;1;['p8c'];1
1;139132257;photobucket;online photo editing;yes;7;0;2;photobucket;editing;9;3;9;['p5', 'p5p8a', 'p5', 'p4'];1
2;105870566;julius caesar;emperors;yes;7;0;2;caesar;emperors;3;3;3;['p5p23cp3a'];1
3;209693125;pub;place selling alcohol orhave;yes;6;0;3;pub;orhave;1;1;1;['p4'];1
4;63424816;locality;identification;yes;5;1;3;locality;identification;3;2;3;['p5p3a'];1
5;482339352;precision ultrafast light sciences;cradle of innovative idea;no;1;2;6;sciences;cradle;1;1;1;['p8a'];0
6;38102990;talking;greed;no;0;0;9;talking;greed;3;1;3;['p28c'];0
7;200904680;interactive shell;api';no;2;1;6;shell;api';1;1;1;['p1'];0
8;221701292;various component shown;closure in the sense;no;1;0;8;shown;closure;16;4;6;['p5', 'p5p10', 'p5', 'p5', 'p5', 'p5', 'p3a', 'p5', 'p8a'];0
9;460714625;shin;opponent;no;1;0;8;shin;opponent;1;1;1;['p3a'];0
10;355208782;sirjunlegun the dia location;joke;no;0;2;7;sirjunlegun;joke;1;1;1;['p8a'];0
11;395114780;smoker;plenty of chair;no;1;0;8;smoker;plenty;4;3;3;['p3a', 'p36', 'p2', 'p36'];0
12;454218307;lute song;moreover;no;0;3;6;song;moreover;8;4;8;['p34p23dp23b', 'p5', 'p34'];0
13;289879047;touching song;amazonmp3;no;1;2;6;song;amazonmp3;1;1;1;['p8a'];0
14;270852864;advance in the southeastern;stocker cattle;no;0;3;6;advance;cattle;1;1;1;['p23b'];0
15;216545977;sponsorship;monetization;no;4;0;5;sponsorship;monetization;2;1;1;['p2', 'p2'];0
16;180629234;stx-expr;identifier;no;0;3;6;stx-expr;identifier;1;1;1;['p8a'];0
17;31025489;superintendence;expert service in connection;no;0;0;9;superintendence;service;7;2;4;['p1p28b', 'p1'];0
18;345949982;superamp;clarity;no;0;1;8;superamp;clarity;1;1;1;['p8b'];0
19;1231983;shoshanna;protagonist on the hbo;no;2;0;7;shoshanna;protagonist;1;1;1;['p12a'];0
20;454345438;tungsten carbide insert tcus;foothill with various type;no;0;3;6;tcus;foothill;4;1;4;['p3a', 'p3a'];0
21;268660971;seconds;warmth;no;0;0;9;seconds;warmth;2;2;2;['p8b', 'p28a'];0
22;390484094;competent schwab;beyond;no;0;0;9;schwab;beyond;1;1;1;['p8a'];0
23;365932273;north;scrub;no;0;0;9;north;scrub;4;4;4;['p23a', 'p8b', 'p25', 'p23d'];0
24;92172679;human figure rmah;image;no;1;2;6;rmah;image;1;1;1;['p3a'];0
25;404231247;rhythm of life;american elf;no;0;0;9;rhythm;elf;1;1;1;['p21a'];0
26;184025665;pilch recalled;early morning valentine;no;0;0;9;recalled;valentine;1;1;1;['p8b'];0
27;76709207;poverty;muse;no;0;1;8;poverty;muse;1;1;1;['p36'];0
28;243760643;john philips 1;exaltation of paltry subject;no;1;3;5;philips;exaltation;1;1;1;['p5'];0
29;265625812;advanced font viewer pc;comprehensive applicatio;no;2;2;5;pc;applicatio;1;1;1;['p8a'];0
30;298293257;paula;surprise;no;1;0;8;paula;surprise;2;2;2;['p8d', 'p8a'];0
31;243735969;parable;aggression by author;no;0;3;6;parable;aggression;1;1;1;['p28c'];0
32;433632020;grand bohemian hotel orlando;art collector richard kessler;no;0;1;8;orlando;kessler;1;1;1;['p3a'];0
33;265538957;ok;instructer;no;0;0;9;ok;instructer;1;1;1;['p8b'];0
34;382170021;13-of-15;line;no;2;1;6;13-of-15;line;2;1;2;['p3a', 'p3a'];0
35;121767221;number;paint might;no;0;0;9;number;might;11;7;9;['p2', 'p16', 'p16', 'p3a', 'p16', 'p3a', 'p8a', 'p23b', 'p23d', 'p8a', 'p28d'];0
36;186131433;less tactical;market re-barrel;no;0;2;7;tactical;re-barrel;1;1;1;['p21d'];0
37;167460271;teat;good idea;no;0;1;8;teat;idea;2;2;2;['p26', 'p8a'];0
38;136779256;northwest;flight safety;no;0;0;9;northwest;safety;1;1;1;['p8a'];0
39;74419741;inhaler;home;no;0;0;9;inhaler;home;3;3;3;['p34p25p3a'];0
40;199660983;venue;odds;no;1;0;8;venue;odds;3;3;3;['p7p5p1'];0
41;493745276;alaska;with;no;1;0;8;alaska;with;5;3;4;['p5p2p25'];0
42;218064825;venezuelum;however;no;1;0;8;venezuelum;however;5;2;5;['p2p3a'];0
43;382170220;tomorrow;fine;no;0;1;8;tomorrow;fine;2;2;2;['p25p8a'];0
44;288516246;team;valentine;no;0;0;9;team;valentine;2;2;2;['p21dp8a'];0
45;491593525;taylor;mass;no;0;0;9;taylor;mass;2;2;2;['p8ap27a'];0
46;405500113;spence;olb;no;0;3;6;spence;olb;2;2;2;['p36p8b'];0
47;133764921;something;catchy;no;0;1;8;something;catchy;5;3;5;['p15bp23bp43'];0
48;323526698;skirt;wee;no;1;0;8;skirt;wee;10;2;8;['p8ap8b'];0
49;450286725;pm;synesthesium;no;0;3;6;pm;synesthesium;2;2;2;['p28dp43'];0
50;380899753;paycheck;meal;no;0;0;9;paycheck;meal;2;2;2;['p8ap8b'];0
51;186075885;pakistan;ex-colony;no;2;2;5;pakistan;ex-colony;2;2;2;['p5p1'];0
52;231204127;other;tsunami;no;0;0;9;other;tsunami;3;3;3;['p8ap8bp3a'];0
53;39599316;meaning;blank;no;0;0;9;meaning;blank;3;3;3;['p28ap8ap8b'];0
54;264496263;god;punishing;no;1;1;7;god;punishing;3;2;3;['p8ap8b'];0
55;63817575;linguistic normalization in health;priority of the ministry;no;2;1;6;normalization;priority;4;1;4;['p8a', 'p8a', 'p8a', 'p8a'];0
56;260333613;brush;maybelline;no;1;1;7;brush;maybelline;2;2;2;['p2p3a'];0
57;406763901;bonnie;all;no;0;0;9;bonnie;all;2;2;2;['p25p20c'];0
58;501384948;aristocracy;few;no;0;1;8;aristocracy;few;2;2;2;['p23bp8c'];0
59;147713771;adjective;also;no;0;0;9;adjective;also;3;2;3;['p34p2'];0
60;141663461;b1;waveform;no;1;3;5;b1;waveform;3;2;3;['p34p8a'];0
61;224542410;austrian yodel;recordist douglas shearer;no;1;0;8;yodel;shearer;1;1;1;['p3a'];0
62;89573263;penny your;slutsister alena;no;0;0;9;your;alena;2;1;2;['p8a', 'p8a'];0
63;420639686;permanent unlock;great motivator;no;1;2;6;unlock;motivator;2;1;2;['p8a', 'p8a'];0
64;407964660;truthfulness;cost;no;1;3;5;truthfulness;cost;1;1;1;['p3a'];0
65;14431636;trouville;cotton candy pink shade;no;1;2;6;trouville;candy;1;1;1;['p43'];0
66;493033152;toilet;little pink of pink;no;0;0;9;toilet;pink;4;2;4;['p8a', 'p8a', 'p8b', 'p8a'];0
67;233598138;top of the page;header colorful moments;no;1;0;8;top;moments;1;1;1;['p8a'];0
68;491588299;use tidbit of food;training aide if necessary;no;2;2;5;tidbit;aide;1;1;1;['p4'];0
69;396940537;thibet;tartar;no;0;1;8;thibet;tartar;1;1;1;['p1'];0
70;201894924;former starter tanner roark;rest of the bullpen;no;1;2;6;roark;rest;3;2;3;['p3a', 'p21a'];0
71;6969816;name of specific work;pertien;no;0;2;7;name;pertien;2;1;1;['p3a'];0
72;92851291;tell;great place;no;0;0;9;tell;place;15;4;14;['p8ap20ap43', 'p20a', 'p20a', 'p8a', 'p20a', 'p8a', 'p8a', 'p8a', 'p8a', 'p8a', 'p8a', 'p8c'];0
73;151188949;framework of the international;rcsl;no;0;3;6;framework;rcsl;1;1;1;['p23e'];0
74;308939360;obesity drug;vivus qsymia;no;1;0;8;drug;qsymia;1;1;1;['p23c'];0
75;493068154;dragon;good move;no;0;1;8;dragon;move;35;10;26;['p5p34', 'p5', 'p8a', 'p21a', 'p5', 'p8a', 'p8a', 'p34', 'p10', 'p8a', 'p5', 'p8a', 'p5', 'p8a', 'p8a', 'p8b', 'p23a', 'p25', 'p8b', 'p8a', 'p34', 'p5', 'p25', 'p5', 'p2', 'p1', 'p5', 'p8b'];0
76;493445912;effect;power food gregarious nate;no;0;1;8;effect;nate;1;1;1;['p8a'];0
77;140679423;reliance tj et;attitude;no;0;1;8;et;attitude;1;1;1;['p24'];0
78;14220439;execution the empire;criminal human being;no;0;1;8;execution;being;4;4;4;['p5', 'p3a', 'p2', 'p23d'];0
79;254358306;newsletter;write health information senior;no;0;2;7;newsletter;senior;1;1;1;['p28d'];0
80;19194895;extent;smart-mode;no;0;1;8;extent;smart-mode;1;1;1;['p36'];0
81;247606769;fau;important week because ground;no;0;0;9;fau;week;1;1;1;['p8b'];0
82;249028587;djemma el fna;back;no;0;4;5;fna;back;1;1;1;['p23d'];0
83;259366994;force;worldwhere the government cannot;no;0;0;9;force;worldwhere;1;1;1;['p25'];0
84;448460478;wrong format;costume;no;0;0;9;format;costume;1;1;1;['p12c'];0
85;99559518;fact gibson;agentand consider the fact;no;1;1;7;gibson;agentand;1;1;1;['p8a'];0
86;345889853;defender of the;however;no;0;0;9;defender;however;15;8;14;['p5p2p1', 'p5p2', 'p23d', 'p2', 'p23d', 'p23a', 'p23e', 'p24', 'p2', 'p23d', 'p2', 'p8a'];0
87;466309901;da';dynabrade palm sander model;no;0;3;6;da';model;1;1;1;['p8a'];0
88;273170832;cupcake;miette;no;0;3;6;cupcake;miette;1;1;1;['p34'];0
89;293517612;cabernet franc;december;no;0;1;8;franc;december;1;1;1;['p21c'];0
90;387574181;agnium;planet orbit the sun;no;1;3;5;agnium;planet;1;1;1;['p8a'];0
91;125471954;nsf president shah alam;may;no;0;4;5;alam;may;1;1;1;['p3a'];0
92;134062544;combustion anthology for manhattan;member of the dramatistsguild;no;1;3;5;anthology;member;19;4;19;['p8a', 'p8a', 'p1', 'p8b', 'p8a', 'p8a', 'p8b', 'p8a', 'p8a', 'p8a', 'p8a', 'p5', 'p8a', 'p8a', 'p8a', 'p8a'];0
93;447336728;barber;tourism;no;0;1;8;barber;tourism;2;1;1;['p5'];0
94;389050924;marshall danmiy;best-turned-out-man in america;no;1;3;5;danmiy;best-turned-out-man;1;1;1;['p12a'];0
95;508437025;point because;unfalsifiability of darwinism;no;0;1;8;because;unfalsifiability;1;1;1;['p12a'];0
96;478528313;bellieve;animal;no;0;0;9;bellieve;animal;1;1;1;['p4'];0
97;239830292;cameo;fun favor ah;no;0;1;8;cameo;ah;1;1;1;['p8b'];0
98;390086334;famous artist george catlin;national outcry;no;2;0;7;catlin;outcry;1;1;1;['p3a'];0
99;469835874;rental car;police report filed;no;1;1;7;car;filed;1;1;1;['p8b'];0
100;376011379;lil chica;kinky little girl;no;3;1;5;chica;kinky;1;1;1;['p8a'];0
101;341270445;cilantro;yummies;no;2;2;5;cilantro;yummies;1;1;1;['p7'];0
102;20195798;techno crazed;bestseller on all romance;no;0;4;5;crazed;bestseller;1;1;1;['p8a'];0
103;340268455;buddy;delta authority;no;1;0;8;buddy;authority;1;1;1;['p3a'];0
104;255433140;swimming pool dimensions;good chance;no;0;0;9;dimensions;chance;1;1;1;['p8a'];0
105;158382712;230mb for system;luxury;no;0;1;8;230mb;luxury;1;1;1;['p8a'];0
106;499955920;sacred despot;serviceable band;no;0;2;7;despot;band;1;1;1;['p8a'];0
107;488933457;former marine;poet;no;2;2;5;marine;poet;1;1;1;['p8a'];0
108;225431068;tyler myers;brennan 1544;no;0;4;5;myers;brennan;1;1;1;['p23b'];0
109;493902099;monday for all case;duke;no;0;0;9;monday;duke;1;1;1;['p4'];0
110;489513045;morley;many;no;0;3;6;morley;many;2;1;1;['p3a'];0
111;384237222;mountain;self impose hardship;no;0;2;7;mountain;self;10;1;9;['p8a', 'p8a', 'p8a'];0
112;72434795;mottley;case of ilk;no;1;1;7;mottley;case;1;1;1;['p1'];0
113;220978109;mississippus;american songwriter;no;0;3;6;mississippus;songwriter;3;1;3;['p8b'];0
114;128582547;av2 mimo;yes;no;0;2;7;mimo;yes;1;1;1;['p3a'];0
115;233513443;mfp;general;no;0;3;6;mfp;general;2;1;1;['p5', 'p5'];0
116;507206333;messenger;righteousness;no;0;1;8;messenger;righteousness;1;1;1;['p21a'];0
117;333921256;methamphetamine;away;no;0;0;9;methamphetamine;away;1;1;1;['p5'];0
118;268863945;plymouth meeting;new jersey;no;0;2;7;meeting;jersey;4;2;3;['p8b', 'p8b', 'p3a'];0
119;240306668;related means;produce1988-10-25wade426/2634764389method of accelerate fruit;no;0;3;6;means;produce1988-10-25wade426/2634764389method;1;1;1;['p24'];0
120;122397072;method;loose;no;1;1;7;method;loose;1;1;1;['p8a'];0
121;413288236;everytime a bomb;location;no;0;0;9;everytime;location;1;1;1;['p8a'];0
122;439633123;richard madsen;selling critical account;no;1;2;6;madsen;selling;1;1;1;['p12a'];0
123;187094011;go;cnn;no;0;0;9;go;cnn;1;1;1;['p24'];0
124;255438075;manufactur;effect of setting;no;2;0;7;manufactur;effect;1;1;1;['p26'];0
125;254402254;macadamian;google;no;0;0;9;macadamian;google;1;1;1;['p8a'];0
126;258819480;lying;accordance;no;1;1;7;lying;accordance;3;1;3;['p27b'];0
127;25922572;luminance value the cr;replica of the color;no;1;1;7;luminance;replica;1;1;1;['p8a'];0
128;94512143;leaf;sustained wind speed;no;0;0;9;leaf;speed;13;6;11;['p5', 'p21a', 'p8c', 'p3a', 'p8a', 'p24'];0
129;98432274;ip;restraint on speech;no;0;2;7;ip;restraint;4;2;3;['p8b', 'p8b', 'p3a', 'p3a'];0
130;277124217;intelligent;similarly;no;1;0;8;intelligent;similarly;1;1;1;['p25'];0
131;242175943;abstract purpose/objective ic87361;morpholine derivative;no;1;3;5;ic87361;derivative;1;1;1;['p8a'];0
132;60227688;humanity;congress;no;0;0;9;humanity;congress;3;2;3;['p23b', 'p26'];0
133;470574566;hoe;rhyme about something;no;0;0;9;hoe;rhyme;1;1;1;['p26'];0
134;212035232;hmm;couple of tempting one;no;0;0;9;hmm;couple;44;4;41;['p8ap8cp8b', 'p8dp8c', 'p8c', 'p8a', 'p8c', 'p8c', 'p8a', 'p8d', 'p8c', 'p8c', 'p8a', 'p8c', 'p8b', 'p8b', 'p8c', 'p8d', 'p8c', 'p8c', 'p8d', 'p8c', 'p8d', 'p8b', 'p8c', 'p8c', 'p8c', 'p8a', 'p8b', 'p8c', 'p8c', 'p8d', 'p8b', 'p8c', 'p8c', 'p8c', 'p8d', 'p8c'];0
135;47216484;hitler' notorious mein kampf;other famous politician struggle;no;1;3;5;hitler';struggle;1;1;1;['p5'];0
136;241382009;hay;rare extravagance;no;0;0;9;hay;extravagance;1;1;1;['p8b'];0
137;217844103;chinese government;progressive-thinking;no;2;0;7;government;progressive-thinking;1;1;1;['p8a'];0
138;281721135;bus;gay;no;0;0;9;bus;gay;4;4;4;['p36p21dp8ap3a'];0
